16/04/2011 14:18:41	2.0
16/04/2011 14:18:44	35.0
16/04/2011 14:18:48	38.0
16/04/2011 14:18:51	1801.0
16/04/2011 14:18:55	1796.0
16/04/2011 14:18:58	1805.0
16/04/2011 14:19:02	1777.0
16/04/2011 14:19:05	1777.0
16/04/2011 14:19:09	1797.0
16/04/2011 14:19:12	1800.0
16/04/2011 14:19:21	1788.0
16/04/2011 14:19:25	1748.0
16/04/2011 14:19:28	1786.0
16/04/2011 14:19:32	1768.0
16/04/2011 14:19:35	1772.0
16/04/2011 14:19:39	1784.0
16/04/2011 14:19:42	1777.0
16/04/2011 14:19:45	1746.0
16/04/2011 14:19:49	126.0
16/04/2011 14:19:52	126.0
16/04/2011 14:19:55	0.0
16/04/2011 14:19:59	0.0
16/04/2011 14:20:02	0.0
16/04/2011 14:20:06	0.0
16/04/2011 14:20:09	2.0
16/04/2011 14:20:13	2.0
16/04/2011 14:20:22	35.0
