19/04/2011 02:57:59	1.0
19/04/2011 02:58:02	27.0
19/04/2011 02:58:06	29.0
19/04/2011 02:58:09	29.0
19/04/2011 02:58:13	28.0
19/04/2011 02:58:16	28.0
19/04/2011 02:58:19	6.0
19/04/2011 02:58:28	6.0
19/04/2011 02:58:32	6.0
19/04/2011 02:58:35	6.0
19/04/2011 02:58:39	6.0
19/04/2011 02:58:42	6.0
19/04/2011 02:58:45	6.0
19/04/2011 02:58:49	6.0
19/04/2011 02:58:52	372.0
19/04/2011 02:58:56	97.0
19/04/2011 02:58:59	100.0
19/04/2011 02:59:03	100.0
19/04/2011 02:59:06	106.0
19/04/2011 02:59:10	103.0
19/04/2011 02:59:13	108.0
19/04/2011 02:59:17	109.0
19/04/2011 02:59:20	115.0
19/04/2011 02:59:29	124.0
19/04/2011 02:59:32	125.0
19/04/2011 02:59:36	116.0
19/04/2011 02:59:39	123.0
19/04/2011 02:59:43	123.0
19/04/2011 02:59:47	122.0
19/04/2011 02:59:50	141.0
19/04/2011 02:59:54	137.0
19/04/2011 02:59:58	135.0
19/04/2011 03:00:01	135.0
19/04/2011 03:00:05	140.0
19/04/2011 03:00:09	141.0
19/04/2011 03:00:12	1328.0
19/04/2011 03:00:16	1311.0
19/04/2011 03:00:19	1311.0
19/04/2011 03:00:23	1304.0
19/04/2011 03:00:32	1309.0
19/04/2011 03:00:35	1301.0
19/04/2011 03:00:39	1297.0
19/04/2011 03:00:42	1304.0
19/04/2011 03:00:45	1302.0
19/04/2011 03:00:49	1302.0
19/04/2011 03:00:52	1307.0
19/04/2011 03:00:56	1310.0
19/04/2011 03:00:59	1312.0
19/04/2011 03:01:03	1305.0
19/04/2011 03:01:06	1302.0
19/04/2011 03:01:09	1298.0
19/04/2011 03:01:13	1302.0
19/04/2011 03:01:16	1303.0
19/04/2011 03:01:20	1297.0
19/04/2011 03:01:29	1305.0
19/04/2011 03:01:32	1303.0
19/04/2011 03:01:35	1295.0
19/04/2011 03:01:39	1296.0
19/04/2011 03:01:42	1303.0
19/04/2011 03:01:46	1297.0
19/04/2011 03:01:49	1304.0
19/04/2011 03:01:53	1306.0
19/04/2011 03:01:56	1306.0
19/04/2011 03:02:00	1306.0
19/04/2011 03:02:03	1297.0
19/04/2011 03:02:07	1301.0
19/04/2011 03:02:10	1298.0
19/04/2011 03:02:13	1299.0
19/04/2011 03:02:17	1298.0
19/04/2011 03:02:20	1295.0
19/04/2011 03:02:29	1290.0
19/04/2011 03:02:33	1289.0
19/04/2011 03:02:36	1290.0
19/04/2011 03:02:39	1284.0
19/04/2011 03:02:43	1288.0
19/04/2011 03:02:46	1294.0
19/04/2011 03:02:49	1301.0
19/04/2011 03:02:53	1296.0
19/04/2011 03:02:56	1299.0
19/04/2011 03:03:00	1299.0
19/04/2011 03:03:03	1298.0
19/04/2011 03:03:07	1291.0
19/04/2011 03:03:10	1291.0
19/04/2011 03:03:14	1296.0
19/04/2011 03:03:17	1296.0
19/04/2011 03:03:21	1288.0
19/04/2011 03:03:29	1287.0
19/04/2011 03:03:33	1294.0
19/04/2011 03:03:36	1294.0
19/04/2011 03:03:40	1299.0
19/04/2011 03:03:43	1298.0
19/04/2011 03:03:47	1298.0
19/04/2011 03:03:50	1300.0
19/04/2011 03:03:53	1292.0
19/04/2011 03:03:57	1291.0
19/04/2011 03:04:00	1286.0
19/04/2011 03:04:04	1292.0
19/04/2011 03:04:07	1296.0
19/04/2011 03:04:11	1299.0
19/04/2011 03:04:14	1299.0
19/04/2011 03:04:17	1297.0
19/04/2011 03:04:21	1297.0
19/04/2011 03:04:30	1287.0
19/04/2011 03:04:33	1288.0
19/04/2011 03:04:37	1287.0
19/04/2011 03:04:40	1290.0
19/04/2011 03:04:44	1297.0
19/04/2011 03:04:47	1294.0
19/04/2011 03:04:51	1294.0
19/04/2011 03:04:54	1296.0
19/04/2011 03:04:58	1298.0
19/04/2011 03:05:01	1299.0
19/04/2011 03:05:04	1295.0
19/04/2011 03:05:08	1297.0
19/04/2011 03:05:11	1296.0
19/04/2011 03:05:14	1300.0
19/04/2011 03:05:18	1300.0
19/04/2011 03:05:22	1307.0
19/04/2011 03:05:30	1304.0
19/04/2011 03:05:34	1305.0
19/04/2011 03:05:37	1305.0
19/04/2011 03:05:41	1302.0
